TIMETABLE I SEM 2025 -26,,,,,,,,,,,,
COMP CODE,COURSE NO.,COURSE TITLE,L,P,U,SEC,INSTRUCTOR_IN_CHARGE/INSTR UCTOR,ROOM,DAYS,HOUR S,MIDSEM,ENDSEM
,,,,,,L2,Bivudutta Mishra,F104,M W F,1,06/10 - 1.30 - 3.00PM,02/12 FN
,,,,,,L3,Kota Venkata Ratnam,F106,M W F,1,06/10 - 1.30 - 3.00PM,02/12 FN
,,,,,,L4,Sajith P,F103,M W F,1,06/10 - 1.30 - 3.00PM,02/12 FN
,,,,,,L5,Rohit Gupta,F208,M W F,1,06/10 - 1.30 - 3.00PM,02/12 FN
,,,,,,L6,Nijjwal Karak,F108,M W F,1,06/10 - 1.30 - 3.00PM,02/12 FN
,,,,,,L7,Sumit Kumar Vishwakarma,F105,M W F,1,06/10 - 1.30 - 3.00PM,02/12 FN
,,,,,,L8,Naraparaju Kishore Kumar,F207,M W F,1,06/10 - 1.30 - 3.00PM,02/12 FN
,,,,,,T1,Sushil Bhunia,G201,Th,1,,
,,,,,,T2,Bivudutta Mishra,G202,Th,1,,
,,,,,,T3,Kota Venkata Ratnam,G203,Th,1,,
,,,,,,T4,Sajith P,G204,Th,1,,
,,,,,,T5,Rohit Gupta,G205,Th,1,,
,,,,,,T6,Nijjwal Karak,G206,Th,1,,
,,,,,,T7,Sumit Kumar Vishwakarma,G207,Th,1,,
,,,,,,T8,Maheswaran S,G208,Th,1,,
,,,,,,T9,Kolhatkar Ameya Uday,G101,Th,1,,
,,,,,,T10,Sayantan Ghosh,G102,Th,1,,
,,,,,,T11,Debasmita Mohanty,G103,Th,1,,
,,,,,,T12,Santanu Kumar Dash,G104,Th,1,,
,,,,,,,Mayuri Verma,,,,,
,,,,,,T13,Soumya Kanta Bhoi,G105,Th,1,,
,,,,,,T14,Rajdip Dey,G106,Th,1,,
,,,,,,T15,Naraparaju Kishore Kumar,G107,Th,1,,
1022,MATH F211,MATHEMATICS III,3,0,3,L1,SAI LAKSHMI RADHIKA TANTRAVAHI,F103,M W F,8,06/10 -  9.30 - 11.00AM,01/12 FN
,,,,,,L2,Jaganmohan Jonnalagadda,F102,M W F,8,06/10 -  9.30 - 11.00AM,01/12 FN
,,,,,,L3,Santanu Koley,G108,M W F,8,06/10 -  9.30 - 11.00AM,01/12 FN
,,,,,,L4,K Bhargav Kumar,F106,M W F,8,06/10 -  9.30 - 11.00AM,01/12 FN
,,,,,,L5,TBA,F107,M W F,8,06/10 -  9.30 - 11.00AM,01/12 FN
,,,,,,L6,Manish Kumar,F108,M W F,8,06/10 -  9.30 - 11.00AM,01/12 FN
,,,,,,L7,Gujji Murali Mohan Reddy,F104,M W F,8,06/10 -  9.30 - 11.00AM,01/12 FN
,,,,,,T1,Sai Lakshmi Radhika Tantravahi,J107,T,1,,
,,,,,,T2,Jaganmohan Jonnalagadda,J115,T,1,,
,,,,,,T3,Santanu Koley,J119,T,1,,
,,,,,,T4,K Bhargav Kumar,I221,T,1,,
,,,,,,T5,TBA,I222,T,1,,
,,,,,,T6,Manish Kumar,J206,T,1,,
,,,,,,T7,Gujji Murali Mohan Reddy,I213,T,1,,
,,,,,,T8,Shivam Kumar Mishra,J214,T,1,,
,,,,,,T9,Kartik Vilas Tathe,J217,T,1,,
,,,,,,T10,Amit Kumar Pal,J218,T,1,,
,,,,,,T11,Naorem Priyobarta Singh,J219,T,1,,
,,,,,,T12,Kailash Chand Swami,J220,T,1,,
,,,,,,,Anshid Aboobacker,,,,,
,,,,,,T13,Kuldeep Singh,J121,T,1,,
,,,,,,T14,Y. Kalpana Devi,J120,T,1,,
1122,MATH F212,OPTIMIZATION,3,0,3,L1,DIPAK KUMAR SATPATHI,G108,M W F,5,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,L2,Sumit Kumar Vishwakarma,G208,M W F,5,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,L3,Swati Rani Hait,G205,M W F,5,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,T1,Dipak Kumar Satpathi,G108,T,10,,
,,,,,,,Bhawna,,,,,
,,,,,,T2,Sumit Kumar Vishwakarma,G208,T,10,,
,,,,,,,Md Imdadul Islam,,,,,
,,,,,,T3,Swati Rani Hait,G205,T,10,,
,,,,,,,Subhendu Paul,,,,,
1123,MATH F213,DISCRETE MATHEMATICS,3,0,3,L1,DEBOPAM CHAKRABORTY,F207,T Th,2,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,,Debopam Chakraborty,F207,M,10,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,T1,Debopam Chakraborty,G108,W,1,,
,,,,,,,Akankshya Sahu,,,,,
,,,,,,T2,Gurucharan A,I211,W,1,,
1124,MATH F214,ELEMENTARY REAL ANALYSIS,3,0,3,L1,NIJJWAL KARAK,G108,M W F,4,08/10 - 11.30 - 1.00PM,05/12 AN
,,,,,,L2,Pratyusha Chattopadhyay,G206,M W F,4,08/10 - 11.30 - 1.00PM,05/12 AN
,,,,,,T1,Nijjwal Karak,G107,W,7,,
,,,,,,,Ankur Pandey,,,,,
,,,,,,T2,Pratyusha Chattopadhyay,G108,W,7,,
,,,,,,,Jahir Abbas Sardar,,,,,
1125,MATH F215,ALGEBRA I,3,0,3,L1,SUSHIL BHUNIA,G108,T Th,3,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,,Sushil Bhunia,G108,W,10,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,T1,Sushil Bhunia,G108,Th,10,,
,,,,,,,Shravani Rao,,,,,
1662,MATH F266,STUDY PROJECT,0,0,3,,Praveen Kumar P T V,,,,,
1469,MATH F311,INTRODUCTION TO TOPOLOGY,3,0,3,L1,SHARAN GOPAL,G107,M W F,8,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,T1,Sharan Gopal,G108,T,1,,
,,,,,,,Shayon Bhadra,,,,,
1470,MATH F312,ORDINARY DIFF EQUATIONS,3,0,3,L1,K BHARGAV KUMAR,G108,T Th,4,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,,K Bhargav Kumar,G108,M,9,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,T1,K Bhargav Kumar,G108,W,9,,
,,,,,,,Sushil Pathak,,,,,
1471,MATH F313,NUMERICAL ANALYSIS,3,0,3,L1,JAGANMOHAN JONNALAGADDA,G108,T Th,8,07/10 - 3.30 - 5.00PM,04/12 AN
,,,,,,,Jaganmohan Jonnalagadda,G108,Th,1,07/10 - 3.30 - 5.00PM,04/12 AN
,,,,,,T1,Jaganmohan Jonnalagadda,G108,F,10,,
,,,,,,,Kum Sandhya Mel,,,,,
1679,MATH F366,LABORATORY PROJECT,0,0,3,,Sabyasachi Dey,,,,,
1747,MATH F367,LABORATORY PROJECT,0,0,3,,Sabyasachi Dey,,,,,
1696,MATH F376,DESIGN PROJECT,0,0,3,,Jhuma Sen Gupta,,,,,
1763,MATH F377,DESIGN PROJECT,0,0,3,,Jhuma Sen Gupta,,,,,
1480,MATH F421,COMBINATORIAL MATHEMATICS,3,0,3,L1,SAJITH P,I111,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
2191,MATH F424,APPLIED STOCHASTIC PROCESS,3,1,4,L1,NIRMAN GANGULY,I111,T Th,2,09/10 - 9.30 - 11.00AM,08/12 FN
,,,,,,,Nirman Ganguly,I111,M,10,09/10 - 9.30 - 11.00AM,08/12 FN
2273,MATH F432,APPLIED STATISTICAL METHODS,3,0,3,L1,SAYAN GHOSH,G203,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
1880,MATH F456,COSMOLOGY,3,0,3,L1,PRADYUMN KUMAR SAHOO,I112,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
11721,MATH F491,SPECIAL PROJECT,0,0,3,,Santanu Koley,,,,,
2379,ME F112,WORKSHOP PRACTICE,1,1,2,L1,NARALA SURESH KUMAR REDDY,F105,T,7,11/10 - 9.30 - 11.00AM,15/12 FN
,,,,,,L2,Prabakaran Saravanan,F104,T,7,11/10 - 9.30 - 11.00AM,15/12 FN
,,,,,,P1,Rahul Kumar,WS,M,3 4 5,,
,,,,,,,Joshua Kumar Saladi,,,,,
,,,,,,P2,Huzef Ur Rahman,WS,W,3 4 5,,
,,,,,,,Muneshu Babu Nitta,,,,,
,,,,,,,Rahul Kumar,,,,,
,,,,,,P3,Tba.mech,WS,F,3 4 5,,
,,,,,,,Shine Jude Hamilton A,,,,,
,,,,,,,Valmiki Ashwith Kumar,,,,,
,,,,,,P4,Joshua Kumar Saladi,WS,T,2 3 4,,
,,,,,,,Shine Jude Hamilton A,,,,,
,,,,,,,Valmiki Ashwith Kumar,,,,,
,,,,,,P5,Gaurav Sharma,WS,Th,2 3 4,,
,,,,,,,G Prashanth Kumar Reddy,,,,,
,,,,,,,Mohd Firasath Ali,,,,,
,,,,,,P6,Pabbala Siva Prasad,WS,T,08/09/2010,,
,,,,,,,G Prashanth Kumar Reddy,,,,,
,,,,,,,Mohd Firasath Ali,,,,,
1083,ME F211,MECHANICS OF SOLIDS,3,0,3,L1,ARITRA CHATTERJEE,F107,M W F,4,08/10 - 11.30 - 1.00PM,05/12 AN
,,,,,,L2,Amit Kumar Gupta,F108,M W F,4,08/10 - 11.30 - 1.00PM,05/12 AN
,,,,,,T1,Nakka Muralikrishna,G106,F,1,,
,,,,,,,Amit Kumar Gupta,,,,,
,,,,,,,Huzef Ur Rahman,,,,,
,,,,,,T2,Alle Pawan Kumar Reddy,G108,F,1,,
,,,,,,,Aritra Chatterjee,,,,,
,,,,,,,Gourav P B,,,,,
1082,ME F212,FLUID MECHANICS,3,0,3,L1,SAYAN DAS,F107,T Th,2,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,,Sayan Das,F107,M,10,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,L2,Arnab Guha,F108,T Th,2,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,,Arnab Guha,F108,M,10,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,T1,Suhas Shreekrishna,F207,T,10,,
,,,,,,,Nikhil Sureshrao Shrikhande,,,,,
,,,,,,,Sayan Das,,,,,
,,,,,,T2,Kolanu Sai Sandeep,F208,T,10,,
,,,,,,,Arnab Guha,,,,,
,,,,,,,Sibin V Mathew,,,,,
2394,ME F216,"MATERIALS SCIENCE AND
ENGINEER",2,1,3,L1,PRABAKARAN SARAVANAN,F107,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L2,Sujith R,F108,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,T1,Vankar Durgesh,F207,F,7,,
,,,,,,,Pichika S V V Srihari,,,,,
,,,,,,,Prabakaran Saravanan,,,,,
,,,,,,T2,S Nagarani,F107,F,7,,
,,,,,,,M Abhinav,,,,,
,,,,,,,Piyush Chandra Verma,,,,,
,,,,,,,Sujith R,,,,,
,,,,,,P1,Prabakaran Saravanan,E004,M,67,,
,,,,,,,Pichika S V V Srihari,,,,,
,,,,,,,Piyush Chandra Verma,,,,,
,,,,,,P2,Sujith R,E004,T,67,,
,,,,,,,Aditya Nema,,,,,
,,,,,,,M Abhinav,,,,,
,,,,,,P3,S Nagarani,E004,W,67,,
,,,,,,,Suswanth Poluru,,,,,
,,,,,,,Vankar Durgesh,,,,,
,,,,,,P4,Piyush Chandra Verma,E004,Th,67,,
,,,,,,,Alle Pawan Kumar Reddy,,,,,
,,,,,,,Gourav P B,,,,,
2396,ME F217,APPLIED THERMODYNAMICS,3,1,4,L1,JAYAPRAKASH K S,F107,T Th,3,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,,Jayaprakash K S,F107,W,10,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,L2,Satish Kumar Dubey,F108,T Th,3,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,,Satish Kumar Dubey,F108,W,10,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,T1,Shaik Gouse Ahammad,F107,Th,10,,
,,,,,,,Jayaprakash K S,,,,,
,,,,,,,Meduri Sitaram,,,,,
,,,,,,T2,Dhoni Nagaraj,F203,Th,10,,
,,,,,,,Kiran Somisetti,,,,,
,,,,,,,Satish Kumar Dubey,,,,,
,,,,,,P1,Dhoni Nagaraj,E122,T,67,,
,,,,,,,Morapakala Srinivas,,,,,
,,,,,,,Muneshu Babu Nitta,,,,,
,,,,,,P2,Shaik Gouse Ahammad,E122,M,67,,
,,,,,,,Kalyani Panigrahi,,,,,
,,,,,,,Santanu Prasad Datta,,,,,
,,,,,,P3,Kiran Somisetti,E122,Th,67,,
,,,,,,,Nikhil Sureshrao Shrikhande,,,,,
,,,,,,,Yogesh Rajabhau Ulhe,,,,,
,,,,,,P4,Lingampally Swetha,E122,W,67,,
,,,,,,,Kalyani Panigrahi,,,,,
,,,,,,,Sibin V Mathew,,,,,
2398,ME F219,MANUFACTURING PROCESSES,3,1,4,L1,AMRITA PRIYADARSHINI,F202,M W F,2,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,T1,Gunashekar G,F202,Th,1,,
,,,,,,P1,Gunashekar G,WS,Th,67,,
1663,ME F266,STUDY PROJECT,0,0,3,,Naveen Kumar Shrivastava,,,,,
2401,ME F314,DESIGN OF MACHINE ELEMENTS,3,0,3,L1,Pavan Kumar Penumakala,F107,M W F,3,06/10 - 3.30 - 5.00PM,02/12 AN
,,,,,,L2,NITIN RAMESHRAO KOTKUNDE,F108,M W F,3,06/10 - 3.30 - 5.00PM,02/12 AN
,,,,,,T1,Suswanth Poluru,F207,Th,1,,
,,,,,,,Pavan Kumar Penumakala,,,,,
,,,,,,T2,Aditya Nema,F208,Th,1,,
,,,,,,,Nitin Rameshrao Kotkunde,,,,,
,,,,,,,Vicky Lad,,,,,
2403,ME F315,"ADVANCED MANUFACTURING
PROCESSES",2,1,3,L1,KUNDAN KUMAR SINGH,F107,T Th,4,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,L2,Narala Suresh Kumar Reddy,F108,T Th,4,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,T1,Pandi Jyothish,F107,W,7,,
,,,,,,,Kundan Kumar Singh,,,,,
,,,,,,,Mrinmoy Saha,,,,,
,,,,,,T2,Alok Kumar,F108,W,7,,
,,,,,,,Anka Datta,,,,,
,,,,,,,Narala Suresh Kumar Reddy,,,,,
,,,,,,P1,Pandi Jyothish,W109,M,89,,
,,,,,,,Pichika S V V S Narayana,,,,,
,,,,,,,Souvik Das,,,,,
,,,,,,P2,Alok Kumar,W109,W,89,,
,,,,,,,Pondari Madhu,,,,,
,,,,,,,Suhas Shreekrishna,,,,,
,,,,,,P3,Anka Datta,W109,Th,89,,
,,,,,,,Mrinmoy Saha,,,,,
,,,,,,,Narala Suresh Kumar Reddy,,,,,
,,,,,,P4,Sanjeet Kumar,W109,F,78,,
,,,,,,,Himanshu Shukla,,,,,
,,,,,,,Pondari Madhu,,,,,
2404,ME F316,MANUFACTURING MANAGEMENT,2,0,2,L1,AMRITA PRIYADARSHINI,F106,M W,5,08/10 - 1.30 - 3.00PM,06/12 FN
,,,,,,T1,Pawar Prafulla Bhaskar,F201,T,7,,
,,,,,,T2,Pabbala Siva Prasad,F202,T,7,,
,,,,,,T3,Souvik Das,F203,T,7,,
,,,,,,T4,Sanjeet Kumar,F204,T,7,,
2405,ME F317,ENGINES MOTORS AND MOBILITY,2,0,2,L1,Meduri Sitaram,F107,T Th,5,09/10 - 1.30 - 3.00PM,09/12 FN
,,,,,,L2,NAVEEN KUMAR SHRIVASTAVA,F108,T Th,5,09/10 - 1.30 - 3.00PM,09/12 FN
,,,,,,T1,Nandanavanam Jalaiah,G102,M,7,,
,,,,,,,Avinash S Nair,,,,,
,,,,,,,N/a,,,,,
,,,,,,T2,Naveen Kumar Shrivastava,G103,M,7,,
,,,,,,,Lingampally Swetha,,,,,
,,,,,,,Safa Khader,,,,,
2408,ME F320,ENGINEERING OPTIMIZATION,3,0,3,L1,ARITRA CHATTERJEE,F204,T Th,4,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,,Aritra Chatterjee,F204,F,10,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,T1,Vishista Kaushik,F204,W,1,,
,,,,,,,Vishista Kaushik,F204,Th,7,,
1680,ME F366,LABORATORY PROJECT,0,0,3,,Pardha Saradhi Gurugubelli Venkata,,,,,
1748,ME F367,LABORATORY PROJECT,0,0,3,,Pardha Saradhi Gurugubelli Venkata,,,,,
1697,ME F376,DESIGN PROJECT,0,0,3,,Vuppuluri Amol,,,,,
1764,ME F377,DESIGN PROJECT,0,0,3,,Vuppuluri Amol,,,,,
2310,ME F425,ADDITIVE MANUFACTURING,3,0,3,L1,JEEVAN JAIDI,G204,T Th,2,09/10 - 9.30 - 11.00AM,08/12 FN
,,,,,,,Jeevan Jaidi,G204,M,10,09/10 - 9.30 - 11.00AM,08/12 FN
12768,ME F435,"SHAPE MEMORY ALLOYS FUND &
APP",2,1,3,L1,AMIT KUMAR GUPTA,F202,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,P1,Pardha Saradhi Gurugubelli Venkata,E004,F,89,,
1284,ME F443,QUALI CONTRO ASSUR & REL,3,0,3,L1,KURRA SURESH,G107,T Th,2,09/10 - 9.30 - 11.00AM,08/12 FN
,,,,,,,Kurra Suresh,G107,M,10,09/10 - 9.30 - 11.00AM,08/12 FN
1286,ME F452,COMPOSITE MATERIAL & DES,3,0,3,L1,PAVAN KUMAR PENUMAKALA,G107,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,,Rama  Manohara Babu M,,,,,
,,,,,,,Pavan Kumar Penumakala,G107,W,10,11/10 - 3.30 - 5.00PM,13/12 FN
,,,,,,,Rama  Manohara Babu M,,,,,
,ME F491,SPECIAL PROJECT,0,0,3,P1,NAVEEN KUMAR SHRIVASTAVA,,,,,
741,ME G511,MECHANISMS & ROBOTICS,2,3,5,L1,ABHISHEK SARKAR,G201,M W F,3,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,P1,Karthy A,W203,W F,08/09/2010,,
322,ME G512,FINITE ELEMENT METHOD,3,2,5,L1,SRINIVASA PRAKASH REGALLA,G205,T Th,4,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,,Srinivasa Prakash Regalla,G205,W,7,,
,,,,,,P1,Pawar Prafulla Bhaskar,D208 B,F,67,,
,,,,,,,Pawar Prafulla Bhaskar,D208 B,M,89,,
2059,ME G513,HEATING & COOL OF BUILD,3,2,5,L1,R PARAMESHWARAN,G202,M W F,5,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,P1,Kolanu Sai Sandeep,E221,T Th,45,,
,,,,,,,R Parameshwaran,,,,,
2943,ME G517,APPLIED MATHEMATICS,3,2,5,L1,RAM CHANDRA MURTHY KALLURI,G101,T Th,5,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,,Ram Chandra Murthy Kalluri,G101,M,7,,
,,,,,,P1,Ram Chandra Murthy Kalluri,D208 B,T Th,89,,
2944,ME G518,"ADV. THERMO FOR SUST. ENER.
SYS.",3,2,5,L1,MORAPAKALA SRINIVAS,G202,M W F,4,09/10 - 9.30 - 11.00AM,08/12 FN
,,,,,,P1,Morapakala Srinivas,LAB,T Th,34,,
,,,,,,,Meduri Sitaram,,,,,
2945,ME G519,ADVANCED FLUID DYNAMICS,3,2,5,L1,JEEVAN JAIDI,G207,M W F,3,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,P1,Jeevan Jaidi,E112,W F,67,,
,,,,,,,Bagadi Ramana Murthy,,,,,
262,ME G532,MACHINE TOOL ENGINEERING,3,2,5,L1,KUNDAN KUMAR SINGH,G202,M W F,3,10/10 -  3.30 - 5.00PM,11/12 FN
,,,,,,P1,Sumitava Paul,W109,M W,1011,,
2098,ME G533,COND & RAD HEAT TRANSFER,3,2,5,L1,MRINAL KETAN JAGIRDAR,G205,M W F,2,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,P1,Sayan Das,E111,W F,89,,
,,,,,,,Meduri Sitaram,,,,,
2079,ME G535,ADV ENGG MATHEMATICS,3,2,5,L1,RAM CHANDRA MURTHY KALLURI,G101,T Th,5,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,,Ram Chandra Murthy Kalluri,G101,M,7,,
,,,,,,P1,Ram Chandra Murthy Kalluri,D208 B,T Th,89,,
740,ME G641,THEORY OF ELASTICITY & PLAST,3,2,5,L1,BRAJESH KUMAR PANIGRAHI,G104,T Th,2,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,,Brajesh Kumar Panigrahi,G104,F,10,,
,,,,,,P1,Gudlavalleti Deepak Kumar,E004,M Th,89,,
2967,MEL G528,DIGITAL VLSI DESIGN,3,2,5,L1,KANIKA,I212,M W F,3,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,P1,Kanika,I124,T,78,,
,,,,,,,Anshul Awasthi,,,,,
,,,,,,P2,Anshul Awasthi,I124,Th,78,,
2064,MEL G624,ADV VLSI ARCHITECTURES,3,2,5,L1,SUBHENDU KUMAR SAHOO,I210,T Th,2,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,,Subhendu Kumar Sahoo,I210,F,10,,
,,,,,,P1,Subhendu Kumar Sahoo,I124,M W,78,,
,,,,,,,Pabbu Ramya Vani,,,,,
606,MEL G626,VLSI TEST & TESTABILITY,3,2,5,L1,NIRANJAN RAJ,I211,M W F,5,10/10 -  3.30 - 5.00PM,11/12 FN
,,,,,,P1,Niranjan Raj,I124,T Th,34,,
,,,,,,,K Gopikrishna,,,,,
2966,MEL G627,VLSI FABRICATION TECHNOLOGY,3,2,5,L1,SANKET GOEL,J220,T Th,4,09/10 -  1.30 - 3.00PM,09/12 FN
,,,,,,,Arindam Kushagra,,,,,
,,,,,,,Sanket Goel,J220,F,7,09/10 -  1.30 - 3.00PM,09/12 FN
,,,,,,,Arindam Kushagra,,,,,
,,,,,,P1,Bishal Kumar Keshari,J204,M W,910,,
,,,,,,,Palavai Sowmya Sree,,,,,
744,MEL G631,"PHYSICS AND MODELLING OF
MICROELECTRONIC DEVICES",3,2,5,L1,SAYAN KANUNGO,I212,M W F,4,10/10 -  3.30 - 5.00PM,11/12 FN
,,,,,,P1,Parikshit Parshuram Sahatiya,J114,M F,12,,
,,,,,,,Naresh Bahadursha,,,,,
1402,MF F311,MECHATRONICS,2,1,3,L1,ARSHAD JAVED,G107,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
,,,,,,P1,Arshad Javed,W206B,Th,89,,
1418,MF F421,SUPPLY CHAIN MANAGEMENT,3,1,4,L1,PHANEENDRA KIRAN CHAGANTI,G207,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
1024,MGTS F211,PRINCIPLES OF MANAGEMENT,3,0,3,L1,MUMHAMMED SAJID N,F108,M W F,9,07/10 -  9.30 - 11.00AM,03/12 FN
,,,,,,T1,Mou Jana,F108,M,7,,
12545,MGTS F313,"PRODUCT AND BRAND
MANAGEMENT",3,0,3,L1,MUMHAMMED SAJID N,J115,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
2548,MGTS F316,"MANAGERIAL & LEADERSHIP
SKILLS",3,0,3,L1,RAJASEKARAN RAGHUNATHAN,J119,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,,Rajasekaran Raghunathan,J119,W,10,11/10 - 3.30 - 5.00PM,13/12 FN
369,MSE G511,MECHATRONICS,3,2,5,L1,ARSHAD JAVED,G107,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
,,,,,,P1,Arshad Javed,W206B,M Th,89,,
649,MSE G521,WORLD-CLASS MANUFACTUR,3,2,5,L1,RAVI SHANKER VIDYARTHY,G104,M W F,7,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,P1,Kaleru Sai Kiran,W109,T Th,45,,
1086,PHA F211,PHARMACEUTICAL ANALYSIS,2,1,3,L1,BALARAM GHOSH,G203,M W,4,08/10 - 11.30 - 1.00PM,05/12 AN
,,,,,,T1,Balaram Ghosh,G203,F,4,,
,,,,,,P1,Balaram Ghosh,A001E,T,910,,
,,,,,,,Ambati Himaja,,,,,
,,,,,,,Regula Sanjeev,,,,,
,,,,,,,Tonmoy Banerjee,,,,,
,,,,,,P2,Balaram Ghosh,A001E,Th,910,,
,,,,,,,Debojyoti Halder,,,,,
,,,,,,,Denishkumar Jayvadanbhai Prajapati,,,,,
,,,,,,,Sripathi Nikhitha,,,,,
,,,,,,,Venkatesh M,,,,,
1863,PHA F215,INTRODUCTION TO MOLECULAR BIO & IMMUNOLOGY,2,1,3,L1,KETAKI DEEPAK BELSARE,G203,T Th,3,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,,Arti Dhar,,,,,
,,,,,,T1,Ketaki Deepak Belsare,G203,W,1,,
,,,,,,,Arti Dhar,,,,,
,,,,,,T2P1,Arti Dhar,A009,M,67,,
,,,,,,,Karnik Aaditi Sameer,,,,,
,,,,,,,Lahane Ganesh Panditrao,,,,,
,,,,,,,Mansi Satish Kale,,,,,
,,,,,,P2,Arti Dhar,A009,W,67,,
,,,,,,,Prafful Pradeep Kothari,,,,,
,,,,,,,Vesmaker Kushal Nalin,,,,,
2505,PHA F217,"PHARMACEUTICAL
MICROBIOLOGY",2,1,3,L1,DHARMARAJAN SRIRAM,G203,T Th,2,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,T1,Dharmarajan Sriram,G203,F,1,,
,,,,,,P1,Dharmarajan Sriram,A025,W,67,,
,,,,,,,Deepika K,,,,,
,,,,,,,Kendre Sandhya Rani,,,,,
,,,,,,P2,Dharmarajan Sriram,A025,M,67,,
,,,,,,,Anjana P K,,,,,
,,,,,,,Jegadheeswari V,,,,,
1294,PHA F244,PHYSICAL PHARMACY,2,1,3,L1,VENKATA VAMSI KRISHNA VENUGANTI,G203,M W,3,06/10 - 3.30 - 5.00PM,02/12 AN
,,,,,,T1,Venkata Vamsi Krishna Venuganti,G203,F,3,,
,,,,,,P1,Venkata Vamsi Krishna Venuganti,A001F,T,89,,
,,,,,,,Arawindh R,,,,,
,,,,,,,N/a,,,,,
,,,,,,,Rupal Kothari,,,,,
,,,,,,,Zinataman Sarkar,,,,,
,,,,,,P2,Venkata Vamsi Krishna Venuganti,A001F,Th,89,,
,,,,,,,Aditi Pradhan,,,,,
,,,,,,,Harshala Ramesh Patil,,,,,
,,,,,,,N/a,,,,,
,,,,,,,Shivani,,,,,
,,,,,,,Sonali Singh,,,,,
1665,PHA F266,STUDY PROJECT,0,0,3,,Abhijeet Rajendra Joshi,,,,,
1295,PHA F311,PHARMACOLOGY I,2,1,3,L1,ONKAR P KULKARNI,G203,M W,5,08/10 - 1.30 - 3.00PM,06/12 FN
,,,,,,T1,Onkar P Kulkarni,G203,F,5,,
,,,,,,P1,Shrikant Ramesh Mulay,A009,T,89,,
,,,,,,,Aparajita Ghosh,,,,,
,,,,,,,More Sagar Anil,,,,,
,,,,,,,Revati Vijayrao Thakare,,,,,
,,,,,,P2,Shrikant Ramesh Mulay,A009,Th,89,,
,,,,,,,Abhipshit Kalita,,,,,
,,,,,,,Vipparthi Pravinkumar Ganesh,,,,,
1297,PHA F312,MEDICINAL CHEMISTRY I,2,1,3,L1,VIJAY KUMAR NIMBARTE,G203,T Th,4,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,,P Yogeeswari,,,,,
,,,,,,T1,Vijay Kumar Nimbarte,G203,M,8,,
,,,,,,,P Yogeeswari,,,,,
,,,,,,P1,Vijay Kumar Nimbarte,A025,W,89,,
,,,,,,,Darakhshan Begum,,,,,
